igemid,unid,start,length
BBa_I13539,Q9U6Y8,1356,663
BBa_I13540,P0A9E0,4,876
BBa_I13540,P42212,1237,714
BBa_I13541,P42212,157,714
BBa_I13542,Q9U6Y8,276,663
BBa_I13543,P0A9E0,4,876
BBa_I13543,Q9U6Y8,1356,663
BBa_I13544,P0A9E0,4,876
BBa_I13544,Q9U6Y8,1398,663
BBa_I13545,P42212,19,714
BBa_I13545,Q9U6Y8,884,663
BBa_I13546,P12746,81,750
BBa_I13546,P42212,1088,714
BBa_I13546,Q9U6Y8,1953,663
BBa_I13547,P12746,178,750
BBa_I13547,P42212,1185,714
BBa_I13547,Q9U6Y8,2050,663
BBa_I13548,P12746,82,750
BBa_I13548,P42212,1089,714
BBa_I13548,Q9U6Y8,1954,663
BBa_I13549,P12746,81,750
BBa_I13549,Q9U6Y8,1088,663
BBa_I13550,P12746,178,750
BBa_I13550,Q9U6Y8,1185,663
BBa_I13551,P12746,81,750
BBa_I13551,Q9U6Y8,1207,663
BBa_I13552,P12746,178,750
BBa_I13552,Q9U6Y8,1304,663
BBa_I13553,P42212,104,714
BBa_I13553,Q9U6Y8,969,663
BBa_I13554,P12746,81,750
BBa_I13554,P42212,1088,714
BBa_I13555,P12746,178,750
BBa_I13555,P42212,1185,714
BBa_I13556,P12746,81,750
BBa_I13556,Q9U6Y8,1121,645
BBa_I13557,P12746,178,750
BBa_I13557,Q9U6Y8,1218,645
BBa_I13558,P42212,81,714
BBa_I13558,Q9U6Y8,946,663
BBa_I13559,P12746,81,750
BBa_I13559,P42212,1091,714
BBa_I13560,P12746,178,750
BBa_I13560,P42212,1188,714
BBa_I13561,P42212,19,714
BBa_I13561,Q9U6Y8,765,663
BBa_I13562,P42212,759,714
BBa_I13562,Q9U6Y8,52,645
BBa_I13564,P12746,81,750
BBa_I13564,P42212,1088,714
BBa_I13564,Q9U6Y8,1996,663
BBa_I13570,Q9U6Y8,62,663
BBa_I13571,Q9U6Y8,62,663
BBa_I13572,Q9U6Y8,124,663
BBa_I13573,Q9U6Y8,124,663
BBa_I13574,Q9U6Y8,82,663
BBa_I13575,Q9U6Y8,125,663
BBa_I13576,Q9U6Y8,125,663
BBa_I13578,Q9U6Y8,138,663
BBa_I13580,Q9U6Y8,99,663
BBa_I13581,P12746,96,750
BBa_I13581,P62554,1192,303
BBa_I13581,P42212,1530,714
BBa_I13590,P12746,81,750
BBa_I13590,P42212,1088,714
BBa_I13590,Q9U6Y8,1953,663
BBa_I13600,P42212,84,714
BBa_I13601,P42212,85,714
BBa_I13602,P42212,84,714
BBa_I13603,P42212,85,714
BBa_I13604,P42212,84,714
BBa_I13604,P42212,1033,714
BBa_I13605,P42212,85,714
BBa_I13605,P42212,1033,714
BBa_I13606,P42212,84,714
BBa_I13606,P42212,1072,714
BBa_I13607,P42212,85,714
BBa_I13607,P42212,1072,714
BBa_I13611,P04483,18,621
BBa_I13611,P03023,939,1080
BBa_I13611,P04483,21,615
BBa_I13613,P04483,21,621
BBa_I13613,P03023,939,1080
BBa_I13613,P04483,24,615
BBa_I13614,P04483,21,621
BBa_I13614,P03023,942,1080
BBa_I13614,P04483,24,615
BBa_I13617,P04483,19,621
BBa_I13617,P03023,940,1080
BBa_I13617,P04483,22,615
BBa_I13621,P04483,1399,621
BBa_I13621,P04483,1402,615
BBa_I13621,P03023,27,1080
BBa_I13623,P04483,1399,621
BBa_I13623,P03023,30,1080
BBa_I13623,P04483,1402,615
BBa_I13624,P04483,1402,621
BBa_I13624,P04483,1405,615
BBa_I13624,P03023,30,1080
BBa_I13625,P04483,1400,621
BBa_I13625,P04483,1403,615
BBa_I13625,P03023,30,1080
BBa_I13626,P04483,1397,621
BBa_I13626,P04483,1400,615
BBa_I13626,P03023,28,1080
BBa_I13627,P04483,1400,621
BBa_I13627,P04483,1403,615
BBa_I13627,P03023,28,1080
BBa_I13631,P04483,155,621
BBa_I13631,P03023,1076,1080
BBa_I13631,P04483,158,615
BBa_I13633,P04483,158,621
BBa_I13633,P03023,1076,1080
BBa_I13633,P04483,161,615
BBa_I13634,P04483,158,621
BBa_I13634,P03023,1079,1080
BBa_I13634,P04483,161,615
BBa_I13637,P04483,156,621
BBa_I13637,P03023,1077,1080
BBa_I13637,P04483,159,615
BBa_I13644,P04483,1539,621
BBa_I13644,P04483,1542,615
BBa_I13644,P03023,167,1080
BBa_I13645,P04483,1537,621
BBa_I13645,P03023,167,1080
BBa_I13645,P04483,1540,615
BBa_I13647,P04483,1537,621
BBa_I13647,P04483,1540,615
BBa_I13647,P03023,165,1080
BBa_I13651,P04483,75,621
BBa_I13651,P03023,996,1080
BBa_I13651,P04483,78,615
BBa_I13653,P04483,78,621
BBa_I13653,P03023,996,1080
BBa_I13653,P04483,81,615
BBa_I13654,P04483,78,621
BBa_I13654,P03023,999,1080
BBa_I13654,P04483,81,615
BBa_I13657,P04483,76,621
BBa_I13657,P03023,997,1080
BBa_I13657,P04483,79,615
BBa_I13664,P04483,1459,621
BBa_I13664,P04483,1462,615
BBa_I13664,P03023,87,1080
BBa_I13665,P04483,1457,621
BBa_I13665,P04483,1460,615
BBa_I13665,P03023,87,1080
BBa_I13667,P04483,1457,621
BBa_I13667,P04483,1460,615
BBa_I13667,P03023,85,1080
BBa_I13710,P0AE69,81,387
BBa_I13711,P07330,81,1047
BBa_I13712,P07364,81,858
BBa_I13721,P07330,82,1047
BBa_I13730,P07330,82,1047
BBa_I13730,P07364,1385,858
BBa_I13771,P12746,178,750
BBa_I13771,P42212,2776,714
BBa_I13799,P03034,19,711
BBa_I13799,P03023,1023,1080
BBa_I13799,P03034,22,708
BBa_I13900,P12746,4,750
BBa_I13900,P04483,1050,621
BBa_I13900,P12747,1960,579
BBa_I13900,P04483,1053,615
BBa_I13901,P12746,4,750
BBa_I13901,P04483,1050,621
BBa_I13901,P12747,1960,579
BBa_I13901,P04483,1053,615
BBa_I13902,P12746,4,750
BBa_I13902,P03034,1050,711
BBa_I13902,P12747,2045,579
BBa_I13902,P03034,1053,708
BBa_I13904,P12746,1160,750
BBa_I13904,P04483,2167,621
BBa_I13904,P12747,3077,579
BBa_I13904,P04483,2170,615
BBa_I13905,P12746,1160,750
BBa_I13905,P12747,3483,579
BBa_I13905,P03023,2113,1080
BBa_I13906,P12746,1166,750
BBa_I13906,P12747,3489,579
BBa_I13906,P03023,2119,1080
BBa_I13907,P12746,1160,750
BBa_I13907,P12747,3546,579
BBa_I13907,P03023,2176,1080
BBa_I13908,P12746,1166,750
BBa_I13908,P12747,3552,579
BBa_I13908,P03023,2182,1080
BBa_I13910,Q9L8R8,19,750
BBa_I13911,Q9L8R8,19,750
BBa_I13912,Q9L8R8,20,750
BBa_I13914,Q9L8R8,21,750
BBa_I13915,Q9L8R8,21,750
BBa_I13920,P12746,178,750
BBa_I13920,P12747,2564,579
BBa_I13920,P03023,1194,1080
BBa_I13921,P12746,178,750
BBa_I13921,P04483,1185,621
BBa_I13921,P12747,2095,579
BBa_I13921,P04483,1188,615
BBa_I13922,P12746,178,750
BBa_I13922,P03034,1185,711
BBa_I13922,P12747,2180,579
BBa_I13922,P03034,1188,708
BBa_I13930,P03034,810,711
BBa_I13930,P03034,813,708
BBa_I13940,P0A9E0,4,876
BBa_I13940,P12747,1237,579
BBa_I13940,P42212,1909,714
BBa_I13941,Q9L8R8,82,750
BBa_I13941,P42212,925,714
BBa_I13942,P0A9E0,4,876
BBa_I13942,Q9L8R8,1237,750
BBa_I13942,P42212,2080,714
BBa_I13943,P12747,82,579
BBa_I13943,P42212,754,714
BBa_I13950,P0A9E0,4,876
BBa_I13950,Q9L8R8,2894,750
BBa_I13950,P42212,3737,714
BBa_I13950,P12747,1237,579
BBa_I13951,P0A9E0,4,876
BBa_I13951,Q9L8R8,1237,750
BBa_I13951,P12747,3065,579
BBa_I13951,P42212,3737,714
BBa_I13970,P42212,84,714
BBa_I13971,P42212,79,714
BBa_I13972,P42212,85,714
BBa_I13973,P42212,79,714
BBa_I13974,P12746,1160,750
BBa_I13975,P12747,1397,579
BBa_I13975,P03023,28,1080
BBa_I13976,P42212,85,714
BBa_I13977,P12746,1166,750
BBa_I13978,P12747,1461,579
BBa_I13978,P03023,91,1080
BBa_I13990,Q9L8R8,5670,750
BBa_I13990,P42212,6712,714
BBa_I13990,P42212,7699,714
BBa_I13990,P03034,2561,708
BBa_I13990,P12747,3553,579
BBa_I13990,P04483,127,615
BBa_I13990,P12746,4518,750
BBa_I13990,P03023,1043,1080
BBa_I13999,P12746,4,750
BBa_I13999,P12747,1050,579
BBa_I14001,P03023,54,1080
BBa_I14002,P03023,31,1080
BBa_I14003,P04483,22,621
BBa_I14003,P04483,25,615
BBa_I14005,P03023,92,1080
BBa_I14009,P42212,25,714
BBa_I14010,P0A9E0,22,876
BBa_I14011,P03023,270,1080
BBa_I14012,P25084,22,717
BBa_I14013,P42212,190,714
BBa_I14014,P25084,230,717
BBa_I14022,P42212,233,714
BBa_I14023,P25084,65,717
BBa_I14024,P54292,65,687
BBa_I14024,P54292,65,723
BBa_I14025,P54291,239,564
BBa_I14025,P54291,200,603
BBa_I14026,P03023,90,1080
BBa_I14027,P03034,183,711
BBa_I14027,P03034,186,708
BBa_I14028,P33883,198,603
BBa_I14029,P04483,230,621
BBa_I14029,P42212,947,714
BBa_I14029,P04483,233,615
BBa_I14030,P03034,1265,711
BBa_I14030,P42212,2072,714
BBa_I14030,P03023,93,1080
BBa_I14030,P03034,1268,708
BBa_I14031,Q9L8R8,65,750
BBa_I14031,Q9U6Y8,908,675
BBa_I14035,P54291,198,603
BBa_I14036,P03034,185,711
BBa_I14036,P03034,188,708
BBa_I14037,P33883,196,603
BBa_I14038,P03023,88,1080
BBa_I14040,P06555,20,384
BBa_I14041,P06555,21,384
BBa_I14042,P06555,22,384
BBa_I14043,P03023,29,1080
BBa_I14044,P03023,30,1080
BBa_I14045,P54292,22,687
BBa_I14045,P54292,22,723
BBa_I14046,P54291,22,603
BBa_I14047,P0A9E0,1285,876
BBa_I14047,P42212,2257,714
BBa_I14047,P03023,114,1080
BBa_I14048,P06555,228,384
BBa_I14050,P54291,199,603
BBa_I14051,P03034,186,711
BBa_I14051,P03034,189,708
BBa_I14052,P33883,197,603
BBa_I14053,P03023,89,1080
BBa_I14054,P04483,228,621
BBa_I14054,P42212,945,714
BBa_I14054,P04483,231,615
BBa_I14055,P03034,1263,711
BBa_I14055,P42212,2070,714
BBa_I14055,P03023,91,1080
BBa_I14055,P03034,1266,708
BBa_I14056,P03034,1262,711
BBa_I14056,P42212,2069,714
BBa_I14056,P03023,93,1080
BBa_I14056,P03034,1265,708
BBa_I14057,P03034,1260,711
BBa_I14057,P42212,2067,714
BBa_I14057,P03034,1263,708
BBa_I14057,P03023,91,1080
BBa_I14059,P25084,65,717
BBa_I14060,P54292,65,687
BBa_I14060,P54292,65,723
BBa_I14061,Q9L8R8,65,750
BBa_I14061,Q9U6Y8,908,675
BBa_I14100,P06555,20,384
BBa_I14101,P06555,18,384
BBa_I14102,P06555,19,384
BBa_I14103,P04483,715,621
BBa_I14103,P06555,19,384
BBa_I14103,P04483,718,615
BBa_I14104,P04483,19,621
BBa_I14104,P06555,938,375
BBa_I14104,P04483,22,615
BBa_I14104,P06555,929,384
BBa_I14105,P42212,50,714
BBa_I14106,P42212,54,714
BBa_I14107,P42212,53,714
BBa_I1466,P54292,19,723
BBa_I1467,P25084,19,717
BBa_I15000,Q8FKG6,462,150
BBa_I15000,B7UJI9,462,147
BBa_I15000,Q8VNN2,447,165
BBa_I15000,Q8VNN2,447,162
BBa_I15001,P12746,1862,750
BBa_I15001,P03034,226,708
BBa_I15001,P12747,999,579
BBa_I15002,P03034,226,708
BBa_I15002,P12747,999,579
BBa_I15002,Q8FKG6,1866,150
BBa_I15002,B7UJI9,1866,147
BBa_I15002,Q8VNN2,1851,165
BBa_I15002,Q8VNN2,1851,162
BBa_I15003,B7UJI9,459,153
BBa_I15003,Q8FKG6,459,150
BBa_I15003,Q3Z583,459,150
BBa_I15003,Q8VNN2,444,165
BBa_I15004,P12746,1888,750
BBa_I15004,P12747,1020,579
BBa_I15004,P03034,222,708
BBa_I15005,P03034,219,711
BBa_I15005,P12747,1020,579
BBa_I15005,B7UJI9,1887,153
BBa_I15005,P03034,222,708
BBa_I15005,Q3Z583,1887,150
BBa_I15005,Q8VNN2,1872,165
BBa_I15009,Q55891,1,744
BBa_I15010,P0AEJ5,1441,792
BBa_I15010,Q55168,1,2196
BBa_I15014,P42212,23,714
BBa_I15014,P42212,771,714
BBa_I15018,P42212,775,714
BBa_I15019,P42212,24,714
BBa_I15020,P42212,24,714
BBa_I15021,P42212,84,714
BBa_I15022,P12746,1941,750
BBa_I15022,P03034,275,708
BBa_I15022,P12747,1073,579
BBa_I15023,P42212,1032,714
BBa_I15024,P42212,833,714
BBa_I15025,P12746,1941,750
BBa_I15025,Q9L8R8,2948,750
BBa_I15025,P12747,1073,579
BBa_I15025,P03034,275,708
BBa_I15026,P12746,1941,750
BBa_I15026,P42212,2993,714
BBa_I15026,P12747,1073,579
BBa_I15026,P03034,275,708
BBa_I15027,Q9L8R8,124,750
BBa_I15030,P12746,992,750
BBa_I15030,P12747,124,579
BBa_I15031,P12746,1983,750
BBa_I15031,P12747,1115,579
BBa_I15032,P12746,1941,750
BBa_I15032,P12747,1073,579
BBa_I15040,P04483,19,621
BBa_I15041,P04483,76,621
BBa_I15043,P04483,81,621
BBa_I2000,P42212,75,714
BBa_I2010,P25084,19,717
BBa_I20100,P62554,216,303
BBa_I20100,P42212,876,714
BBa_I20100,P62552,523,159
BBa_I2011,P54292,76,687
BBa_I2011,P54292,76,723
BBa_I2012,B7UJI9,217,153
BBa_I2012,Q3Z583,217,150
BBa_I2012,Q8VNN2,202,165
BBa_I2015,P03023,10152,1080
BBa_I2015,P54292,11488,687
BBa_I2015,P25084,6203,717
BBa_I2015,P04483,2314,615
BBa_I2015,P0A9E0,8988,876
BBa_I2015,P33883,5311,603
BBa_I2015,P0A9E0,1051,876
BBa_I2015,P54291,7993,603
BBa_I2015,P04483,4603,615
BBa_I2015,P03034,81,711
BBa_I2015,Q3Z583,7510,150
BBa_I2015,P03023,3230,1080
BBa_I2015,P54292,11488,723
BBa_I2015,Q8VNN2,7495,165
BBa_I2020,P42212,107,714
BBa_I20200,P62554,216,303
BBa_I20200,P62552,523,159
BBa_I20200,Q9U6Y8,909,645
BBa_I2021,P42212,79,714
BBa_I20217,Q9U6Y8,230,645
BBa_I2022,P0A9E0,4,876
BBa_I2022,B7UJI9,2360,153
BBa_I2022,P42212,2681,714
BBa_I2022,Q3Z583,2360,150
BBa_I2022,P42212,1240,714
BBa_I2022,Q8VNN2,2345,165
BBa_I20222,Q9U6Y8,230,645
BBa_I2023,P0A9E0,4,876
BBa_I2023,P03034,2219,711
BBa_I2023,P42212,3192,714
BBa_I2023,P42212,1240,714
BBa_I2024,P0A9E0,4,876
BBa_I2024,P33883,1237,603
BBa_I20240,Q9U6Y8,230,645
BBa_I20242,P00573,1089,2649
BBa_I20242,P12746,81,750
BBa_I20244,P42212,41,714
BBa_I20244,P42212,41,699
BBa_I20245,P42212,41,714
BBa_I20245,P42212,41,699
BBa_I20246,Q9U6Y8,41,663
BBa_I20246,Q9U6Y8,41,654
BBa_I20247,Q9U6Y8,41,663
BBa_I20247,Q9U6Y8,41,654
BBa_I20248,P42212,80,714
BBa_I20248,P42212,80,699
BBa_I20249,P42212,81,714
BBa_I20249,P42212,81,699
BBa_I2025,P25084,76,717
BBa_I2025,P42212,1168,714
BBa_I20250,Q9U6Y8,80,663
BBa_I20250,Q9U6Y8,80,654
BBa_I20251,Q9U6Y8,81,663
BBa_I20251,Q9U6Y8,81,654
BBa_I20252,Q9U6Y8,82,663
BBa_I20259,P42212,63,714
BBa_I2026,P0A9E0,4099,876
BBa_I2026,P33883,5332,603
BBa_I2026,P42212,1240,714
BBa_I2026,P03034,2219,711
BBa_I2026,P42212,3192,714
BBa_I20260,P42212,63,714
BBa_I20261,P42212,63,714
BBa_I20262,P42212,64,714
BBa_I20263,P42212,65,714
BBa_I20264,P42212,61,714
BBa_I20265,P42212,62,714
BBa_I20266,P42212,62,714
BBa_I20267,P42212,63,714
BBa_I20268,P42212,63,714
BBa_I20269,P42212,63,714
BBa_I2027,P0A9E0,4,876
BBa_I2027,P54291,1276,564
BBa_I2027,P54291,1237,603
BBa_I20270,P42212,63,714
BBa_I2028,P54292,76,687
BBa_I2028,P42212,1070,714
BBa_I2028,P54292,76,723
BBa_I20282,O68669,4427,300
BBa_I20282,O68677,39,264
BBa_I20282,O68671,3880,285
BBa_I20283,P03034,867,711
BBa_I20283,P04483,54,615
BBa_I20283,P03034,870,708
BBa_I2029,P0A9E0,4,876
BBa_I2029,P54292,2124,687
BBa_I2029,P42212,3118,714
BBa_I2029,P54291,1237,603
BBa_I2029,P54292,2124,723
BBa_I20293,A7ZWZ1,64,180
BBa_I20293,P42212,304,708
BBa_I20294,A7ZWZ1,52,180
BBa_I20294,P42212,292,708
BBa_I20295,A7ZWZ1,51,180
BBa_I20295,P42212,291,708
BBa_I20296,A7ZWZ1,50,180
BBa_I20296,P42212,290,708
BBa_I2030,P03023,2189,1080
BBa_I2030,P03023,9204,1080
BBa_I2030,P0A9E0,8040,876
BBa_I2030,P25084,5420,717
BBa_I2030,P04483,1282,615
BBa_I2030,P33883,4590,603
BBa_I2030,P0A9E0,19,876
BBa_I2030,P54291,7045,603
BBa_I2030,P04483,3882,615
BBa_I2030,Q3Z583,6562,150
BBa_I2030,P54292,10535,723
BBa_I2030,P54292,10535,687
BBa_I2030,Q8VNN2,6547,165
BBa_I2031,P0A9E0,4,876
BBa_I2031,P42212,1238,714
BBa_I2035,P42212,72,714
BBa_I2036,P42212,1203,714
BBa_I2036,Q9U6Y8,230,645
BBa_I2037,P42212,1199,714
BBa_I2037,Q9U6Y8,230,645
BBa_I2038,P42212,1199,714
BBa_I2038,Q9U6Y8,230,645
BBa_I2039,P42212,1199,714
BBa_I2039,Q9U6Y8,230,645
BBa_I2043,P03023,1089,1080
BBa_I2043,P12746,81,750
BBa_I2045,P42212,1168,714
BBa_I2045,Q9U6Y8,230,645
BBa_I2046,P42212,1168,714
BBa_I2046,Q9U6Y8,230,645
BBa_I2047,P42212,1168,714
BBa_I2047,Q9U6Y8,230,645
BBa_I2049,P42212,1203,714
BBa_I2049,Q9U6Y8,230,645
BBa_I2050,P42212,1203,714
BBa_I2050,Q9U6Y8,230,645
BBa_I20500,P42212,62,714
BBa_I2051,P42212,1203,714
BBa_I2051,Q9U6Y8,230,645
BBa_I2052,P42212,1198,714
BBa_I2052,Q9U6Y8,260,645
BBa_I2053,P00573,1089,2649
BBa_I2053,P12746,81,750
BBa_I20532,P42212,1301,714
BBa_I20532,Q8ISF8,13,684
BBa_I20533,P12746,1031,750
BBa_I20533,P03034,133,708
BBa_I2055,P42212,61,714
BBa_I2056,Q9U6Y8,61,663
BBa_I2057,Q9U6Y8,20,663
BBa_I20998,P42212,136,714
BBa_I22000,P62554,216,303
BBa_I22000,P42212,876,714
BBa_I22000,P62552,523,159
BBa_I23000,P62554,216,303
BBa_I23000,P62552,523,159
BBa_I23000,Q9U6Y8,909,645
BBa_I3000,P0AC40,916,1434
BBa_I3000,P18680,8051,705
BBa_I3000,P18680,10835,705
BBa_I3000,P12747,11830,579
BBa_I3000,P42212,2443,714
BBa_I3000,P03023,6536,1080
BBa_I3000,P12746,3524,750
BBa_I3000,P18680,76,705
BBa_I3000,P03034,4534,708
BBa_I3000,P07017,9040,765
BBa_I3000,P0AEJ5,9811,681
BBa_I3000,P03034,5535,708
BBa_I3001,P0AC40,916,1434
BBa_I3001,P0A9E0,8051,876
BBa_I3001,P0A9E0,11006,876
BBa_I3001,P18680,12266,705
BBa_I3001,P12747,13261,579
BBa_I3001,P12746,3524,750
BBa_I3001,P18680,76,705
BBa_I3001,P03034,4534,708
BBa_I3001,P07017,9211,765
BBa_I3001,P0AEJ5,9982,681
BBa_I3001,P03034,5535,708
BBa_I3001,P42212,2443,714
BBa_I3001,P03023,6536,1080
BBa_I3002,P0AC40,916,1434
BBa_I3002,P18680,8891,705
BBa_I3002,P18680,11675,705
BBa_I3002,P12747,12670,579
BBa_I3002,P42212,2443,714
BBa_I3002,Q9L8R8,6333,750
BBa_I3002,P12746,3524,750
BBa_I3002,P03023,7376,1080
BBa_I3002,P18680,76,705
BBa_I3002,P03034,4534,708
BBa_I3002,P03034,5535,708
BBa_I3002,P07017,9880,765
BBa_I3002,P0AEJ5,10651,681
BBa_I3100,P03023,85,1080
BBa_I3101,P04483,76,621
BBa_I3101,P04483,79,615
BBa_I3102,P0A9E0,76,876
BBa_I3110,P42212,1603,714
BBa_I3110,P03023,85,1080
BBa_I3111,P04483,76,621
BBa_I3111,P42212,989,714
BBa_I3111,P04483,79,615
BBa_I3112,P0A9E0,76,876
BBa_I3112,P42212,1339,714
BBa_I3200,P0AC40,64,1434
BBa_I3210,P0AC40,1645,1434
BBa_I3210,P03023,85,1080
BBa_I3300,P0AEJ5,730,798
BBa_I3300,P07017,76,765
BBa_I3300,P0AEJ5,847,681
BBa_I3301,P0AEJ5,730,798
BBa_I3301,P0AEJ5,847,681
BBa_I3301,P07017,76,765
BBa_I3302,P0AEJ5,730,798
BBa_I3302,P0AEJ5,847,681
BBa_I3302,P07017,76,765
BBa_I3310,P42212,1874,714
BBa_I3310,P07017,76,765
BBa_I3310,P0AEJ5,847,681
BBa_I3310,P0AEJ5,730,798
BBa_I3311,P42212,1844,714
BBa_I3311,P0AEJ5,847,681
BBa_I3311,P07017,76,765
BBa_I3311,P0AEJ5,730,798
BBa_I3312,P42212,1874,714
BBa_I3312,P07017,76,765
BBa_I3312,P0AEJ5,847,681
BBa_I3312,P0AEJ5,730,798
BBa_I3400,P18680,19,705
BBa_I3401,P03034,19,711
BBa_I3401,P03034,22,708
BBa_I3410,P18680,76,705
BBa_I3411,P03034,82,711
BBa_I3411,P03034,85,708
BBa_I3420,P0A9E0,8054,876
BBa_I3420,P03034,9314,711
BBa_I3420,P42212,874,714
BBa_I3420,P18680,5166,705
BBa_I3420,P03034,9317,708
BBa_I3420,P03034,1862,708
BBa_I3420,P04483,6158,615
BBa_I3420,P42212,2663,714
BBa_I3420,P18680,7065,705
BBa_I3420,P18680,76,705
BBa_I3420,P03023,3651,1080
BBa_I3421,P0A9E0,8939,876
BBa_I3421,P03034,10199,711
BBa_I3421,P42212,874,714
BBa_I3421,P18680,5166,705
BBa_I3421,P03034,10202,708
BBa_I3421,P03034,1862,708
BBa_I3421,P07017,6155,765
BBa_I3421,P0AEJ5,6926,681
BBa_I3421,P42212,2663,714
BBa_I3421,P18680,7950,705
BBa_I3421,P18680,76,705
BBa_I3421,P03023,3651,1080
BBa_I3422,P0A9E0,8909,876
BBa_I3422,P03034,10169,711
BBa_I3422,P03034,1862,708
BBa_I3422,P07017,6155,765
BBa_I3422,P0AEJ5,6926,681
BBa_I3422,P42212,2663,714
BBa_I3422,P18680,7920,705
BBa_I3422,P18680,76,705
BBa_I3422,P03023,3651,1080
BBa_I3422,P42212,874,714
BBa_I3422,P18680,5166,705
BBa_I3422,P03034,10172,708
BBa_I3423,P0A9E0,8939,876
BBa_I3423,P03034,10199,711
BBa_I3423,P18680,7950,705
BBa_I3423,P18680,76,705
BBa_I3423,P03023,3651,1080
BBa_I3423,P42212,874,714
BBa_I3423,P18680,5166,705
BBa_I3423,P03034,10202,708
BBa_I3423,P03034,1862,708
BBa_I3423,P07017,6155,765
BBa_I3423,P0AEJ5,6926,681
BBa_I3423,P42212,2663,714
BBa_I3424,P12746,8156,750
BBa_I3424,P03034,9163,711
BBa_I3424,P42212,874,714
BBa_I3424,P18680,5166,705
BBa_I3424,P03034,9166,708
BBa_I3424,P03034,1862,708
BBa_I3424,P04483,6158,615
BBa_I3424,P42212,2663,714
BBa_I3424,P18680,7065,705
BBa_I3424,P18680,76,705
BBa_I3424,P03023,3651,1080
BBa_I3425,P0AC40,916,1434
BBa_I3425,P0A9E0,8698,876
BBa_I3425,P03034,9958,711
BBa_I3425,P42212,3307,714
BBa_I3425,P18680,7709,705
BBa_I3425,P18680,76,705
BBa_I3425,P03023,4295,1080
BBa_I3425,P18680,5810,705
BBa_I3425,P03034,9961,708
BBa_I3425,P03034,2506,708
BBa_I3425,P04483,6802,615
BBa_I3500,P12747,82,579
BBa_I3510,P12746,178,750
BBa_I3520,P12746,178,750
BBa_I3520,B7UJI9,1363,153
BBa_I3520,Q3Z583,1363,150
BBa_I3520,Q8VNN2,1348,165
BBa_I3521,P0AC40,1645,1434
BBa_I3521,P12746,4253,750
BBa_I3521,B7UJI9,5438,153
BBa_I3521,P35328,5819,579
BBa_I3521,P42212,3172,714
BBa_I3521,P03023,85,1080
BBa_I3521,Q3Z583,5438,150
BBa_I3521,P12747,5819,579
BBa_I3521,Q8VNN2,5423,165
BBa_I3522,P12746,1160,750
BBa_I3522,P12747,2726,579
BBa_I3522,P42212,79,714
BBa_I3522,Q3Z583,2345,150
BBa_I3522,Q8VNN2,2330,165
BBa_I3600,P0AC40,1645,1434
BBa_I3600,P03023,85,1080
BBa_I3600,P42212,3172,714
BBa_I3601,P42212,79,714
BBa_I3700,P0A9E0,19,876
BBa_I3701,P0A9E0,19,876
BBa_I4001,Q9L8R8,5730,750
BBa_I4001,P42212,7765,714
BBa_I4001,P03023,1045,1080
BBa_I4001,P03034,2564,708
BBa_I4001,P12746,3661,750
BBa_I4001,P12747,4713,579
BBa_I4001,P42212,6775,714
BBa_I4001,P04483,128,615
BBa_I4002,Q9L8R8,5682,750
BBa_I4002,P42212,7717,714
BBa_I4002,P12747,4665,579
BBa_I4002,P42212,6727,714
BBa_I4002,P04483,128,615
BBa_I4002,P03023,1045,1080
BBa_I4002,P03034,2564,708
BBa_I4002,P12746,3661,750
BBa_I4003,Q9L8R8,5682,750
BBa_I4003,P42212,7717,714
BBa_I4003,P12747,4665,579
BBa_I4003,P42212,6727,714
BBa_I4003,P04483,80,615
BBa_I4003,P03023,997,1080
BBa_I4003,P03034,2516,708
BBa_I4003,P12746,3613,750
BBa_I4004,Q9L8R8,5634,750
BBa_I4004,P42212,7669,714
BBa_I4004,P12747,4617,579
BBa_I4004,P42212,6679,714
BBa_I4004,P04483,80,615
BBa_I4004,P03023,997,1080
BBa_I4004,P03034,2516,708
BBa_I4004,P12746,3613,750
BBa_I4101,P12746,3556,750
BBa_I4101,P04483,23,615
BBa_I4101,P03023,940,1080
BBa_I4101,P03034,2459,708
BBa_I4102,P12747,22,579
BBa_I4103,Q9L8R8,22,750
BBa_I4103,P42212,2057,714
BBa_I4103,P42212,1067,714
BBa_I4200,P12746,4331,750
BBa_I4200,Q9L8R8,5338,750
BBa_I4200,P42212,6380,714
BBa_I4200,P04483,85,615
BBa_I4200,P12747,3366,579
BBa_I4200,P03034,2374,708
BBa_I4200,P03023,1001,1080
BBa_I4201,P12746,4421,750
BBa_I4201,Q9L8R8,5428,750
BBa_I4201,P42212,6470,714
BBa_I4201,P12747,3456,579
BBa_I4201,P03034,2416,708
BBa_I4201,P03023,1043,1080
BBa_I4201,P04483,127,615
BBa_I4202,P12746,4373,750
BBa_I4202,Q9L8R8,5380,750
BBa_I4202,P42212,6422,714
BBa_I4202,P03034,2416,708
BBa_I4202,P03023,1043,1080
BBa_I4202,P04483,127,615
BBa_I4202,P12747,3408,579
BBa_I4203,P12746,4379,750
BBa_I4203,Q9L8R8,5386,750
BBa_I4203,P42212,6428,714
BBa_I4203,P03023,1001,1080
BBa_I4203,P04483,85,615
BBa_I4203,P12747,3414,579
BBa_I4203,P03034,2374,708
BBa_I4204,P12746,984,750
BBa_I4204,Q9L8R8,1991,750
