igemid,unid,bitscore,score,expect,length,qlen,hsplen,plen,int_evalue,pqlen,p_id
BBa_C2006,P0AEX9,749,1934,0,366,1428,396,0.92,180,0.768907563,100
BBa_C2006,O73693,127,319,3.46E-33,71,1428,193,0.37,33,0.149159664,78.873
BBa_E0020,P42212,446,1146,4.15E-160,238,723,238,1,160,0.987551867,96.639
BBa_E2050,Q9U6Y8,355,911,3.02E-124,215,769,225,0.96,124,0.838751625,86.047
BBa_I10101,P52106,388,997,3.64E-138,216,651,216,1,138,0.995391705,100
BBa_I11021,P03699,149,375,1.23E-47,72,280,72,1,47,0.771428571,100
BBa_I11031,P04889,240,612,1.82E-82,116,412,116,1,82,0.844660194,100
BBa_I15008,P72849,500,1288,0,240,751,240,1,180,0.958721704,100
BBa_I15009,Q55891,512,1319,0,248,775,248,1,180,0.96,100
BBa_I15010,Q55168,1113,2878,0,759,2263,748,1.01,180,1.006186478,74.967
BBa_I2032,P00573,1817,4707,0,883,2655,883,1,180,0.997740113,100
BBa_I712012,O15455,318,815,1.78E-103,151,456,904,0.99,103,0.993421053,100
BBa_I712667,P12497,204,519,2.38E-61,100,303,1435,0.99,61,0.99009901,99
BBa_I715032,P03023,730,1885,0,360,1128,360,1,180,0.957446809,99.722
BBa_I716154,P06983,625,1613,0,313,942,313,1,180,0.996815287,100
BBa_I716155,P09126,445,1144,1.31E-159,232,741,246,0.94,159,0.939271255,100
BBa_I716210,P23940,432,1112,6.75E-156,212,639,213,1,156,0.995305164,100
BBa_I716211,P00648,232,592,3.81E-79,110,333,157,0.99,79,0.990990991,100
BBa_I718004,P0A6L3,602,1552,0,292,882,292,1,180,0.993197279,100
BBa_I732101,P03023,726,1873,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732105,P03023,727,1877,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732106,P03023,726,1873,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732107,P03023,725,1872,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732110,P03023,726,1873,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732112,P03023,725,1871,0,360,1086,360,1,180,0.994475138,99.444
BBa_I732115,P03023,728,1880,0,360,1086,360,1,180,0.994475138,99.722
BBa_I741005,P0ACI3,815,2106,0,392,1179,392,1,180,0.997455471,100
BBa_I741022,P0ACK1,436,1121,2.73E-157,210,633,210,1,157,0.995260664,100
BBa_I741111,P03040,138,347,7.81E-44,66,201,66,1,44,0.985074627,100
BBa_I742107,P28002,758,1956,0,365,1101,365,1,180,0.994550409,100
BBa_I742117,P21687,786,2030,0,382,1171,382,1,180,0.978650726,100
BBa_I742118,P21688,291,744,6.39E-101,175,547,175,1,101,0.959780622,100
BBa_I742154,P21687,786,2030,0,382,1152,382,1,180,0.994791667,100
BBa_I746200,P05825,1430,3701,0,746,2208,746,1.01,180,1.013586957,98.123
BBa_I750013,P14204,439,1130,1.72E-158,214,648,214,1,158,0.990740741,100
BBa_J07009,P15795,386,992,2.08E-136,210,630,294,1,136,1,98.095
BBa_J09271,P0AF06,630,1625,0,308,927,308,1,180,0.996763754,100
BBa_J10065,P12747,402,1032,3.29E-144,193,585,193,1,144,0.98974359,100
BBa_J15102,A7ZWZ1,158,400,1.14E-45,76,234,1024,0.97,45,0.974358974,100
BBa_J18958,P42212,482,1241,1.24E-174,238,720,238,1,174,0.991666667,97.059
BBa_J22101,P02920,748,1931,0,417,1288,417,1,180,0.971273292,100
BBa_J29030,P21687,786,2030,0,382,1152,382,1,180,0.994791667,100
BBa_J32021,P62580,465,1197,1.66E-168,219,660,219,1,168,0.995454545,100
BBa_J52011,P27652,617,1591,0,311,1371,311,1,180,0.680525164,99.678
BBa_J52011,Q99836,292,748,1.85E-95,137,1371,296,0.46,95,0.299781182,100
BBa_J52019,Q9Y4K3,499,1285,5.78E-177,236,714,522,0.99,177,0.991596639,100
BBa_J52021,Q9Y4K3,497,1280,3.24E-172,234,1446,522,0.49,172,0.485477178,100
BBa_J52021,P42212,430,1105,6.92E-150,234,1446,238,0.98,150,0.485477178,95.299
BBa_J52026,P42212,438,1127,8.52E-155,238,1155,238,1,155,0.618181818,94.958
BBa_J52026,Q99836,296,757,9.75E-98,137,1155,296,0.46,98,0.355844156,100
BBa_J58112,P0ACK1,436,1121,2.73E-157,210,633,210,1,157,0.995260664,100
BBa_J64718,P54291,391,1005,6.31E-140,201,609,201,1,140,0.990147783,100
BBa_J72123,P00720,333,855,3.86E-118,164,514,164,1,118,0.957198444,98.78
BBa_J72173,P00648,232,592,3.81E-79,110,333,157,0.99,79,0.990990991,100
BBa_K1014000,P36219,373,957,1.69E-128,326,987,323,1.01,128,0.990881459,59.202
BBa_K1014001,P37930,568,1464,0,314,948,314,1,180,0.993670886,90.127
BBa_K1019001,P52106,388,997,3.64E-138,216,651,216,1,138,0.995391705,100
BBa_K1019004,P31129,616,1589,0,296,891,296,1,180,0.996632997,100
BBa_K1021001,P00552,535,1378,0,264,801,264,1,180,0.988764045,100
BBa_K1021002,P00557,651,1680,0,341,1026,341,1,180,0.997076023,100
BBa_K1021003,P16426,354,909,6.25E-126,183,552,183,1,126,0.994565217,100
BBa_K1021005,P06956,707,1826,0,343,1032,343,1,180,0.997093023,100
BBa_K1023003,P42212,420,1079,4.21E-144,227,1840,238,0.95,144,0.370108696,94.714
BBa_K1023003,P37812,225,573,6.27E-70,132,1840,132,1,70,0.215217391,96.97
BBa_K1023004,Q95P04,423,1088,1.29E-151,220,714,221,1,151,0.924369748,90.909
BBa_K1023005,Q95P04,278,711,2.46E-94,215,687,221,0.97,94,0.938864629,60
BBa_K1027001,Q949X0,281,718,7.60E-92,259,960,371,0.81,92,0.809375,50.193
BBa_K1031410,Q47141,569,1466,0,296,1046,296,1,180,0.848948375,100
BBa_K1033103,P22939,578,1490,0,299,919,299,1,180,0.976060936,100
BBa_K1033104,Q46822,384,986,1.78E-137,182,567,182,1,137,0.962962963,100
BBa_K1033110,Q84K96,728,1880,0,369,1110,369,1,180,0.997297297,100
BBa_K1033111,Q84K96,728,1879,0,369,1134,369,1,180,0.976190476,100
BBa_K1033112,Q6X1C0,952,2462,0,460,1383,460,1,180,0.997830803,100
BBa_K1033121,P13087,399,1024,1.17E-142,191,576,220,0.99,142,0.994791667,100
BBa_K1033259,P0AE70,59.7,143,1.29E-10,97,615,111,0.87,10,0.473170732,31.959
BBa_K1039003,P10311,53.5,127,4.67E-07,104,1503,186,0.56,7,0.20758483,34.615
BBa_K1039006,Q05264,313,803,2.40E-107,256,768,255,1,107,1,57.422
BBa_K1039013,Q9T216,481,1238,4.91E-174,244,736,244,1,174,0.994565217,100
BBa_K1039018,P69541,142,358,2.47E-45,73,222,73,1,45,0.986486486,100
BBa_K1043008,D7URV0,577,1488,0,329,1008,329,1,180,0.979166667,99.696
BBa_K1044000,P18336,164,414,3.67E-46,257,1056,359,0.73,46,0.730113636,37.743
BBa_K1049000,P40363,599,1545,0,299,1456,299,1,180,0.616071429,100
BBa_K105008,P42212,471,1213,2.92E-170,238,744,238,1,170,0.959677419,94.538
BBa_K1053103,P42212,299,766,2.28E-99,157,1283,238,0.66,99,0.36710834,98.089
BBa_K1053103,P03612,268,684,1.09E-88,130,1283,130,1,88,0.303975058,100
BBa_K1060000,P0AB91,724,1869,0,350,1053,350,1,180,0.997150997,100
BBa_K1060001,Q9K498,899,2323,0,461,1386,461,1,180,0.997835498,98.915
BBa_K1060002,Q9FXY7,1031,2666,0,561,1725,577,0.98,180,0.975652174,93.761
BBa_K1067003,Q04508,821,2121,0,420,3074,420,1,180,0.409889395,100
BBa_K1067003,Q04507,538,1385,0,276,3074,276,1,180,0.269355888,99.638
BBa_K1071001,P17493,249,637,2.90E-86,124,375,124,1,86,0.992,100
BBa_K1071007,P0DOX7,353,907,3.75E-124,214,711,214,1,124,0.902953586,84.112
BBa_K1071008,P0DOX5,819,2116,0,451,1404,449,1,180,0.963675214,93.126
BBa_K1080000,Q94FT3,678,1749,0,353,1116,417,0.95,180,0.948924731,99.717
BBa_K1080005,Q9AR22,778,2008,0,374,1152,407,0.97,180,0.973958333,99.465
BBa_K1080006,P18068,205,521,1.40E-68,97,324,145,0.9,68,0.898148148,100
BBa_K1080008,Q9ZS34,598,1542,0,388,1299,464,0.9,180,0.896073903,72.68
BBa_K1080009,Q38833,431,1108,2.90E-150,320,1050,387,0.91,150,0.914285714,67.5
BBa_K1080010,P51204,51.6,122,4.81E-08,82,471,108,0.76,8,0.522292994,32.927
BBa_K1080012,Q1H537,384,986,5.16E-131,313,1106,417,0.85,131,0.849005425,59.744
BBa_K108023,Q32HA1,674,1740,0,336,1011,336,1,180,0.997032641,100
BBa_K1081001,Q83PM8,142,358,9.13E-45,91,276,91,1,45,0.989130435,98.901
BBa_K1085012,P37957,429,1102,3.55E-153,212,838,212,1,153,0.758949881,100
BBa_K1085029,P35536,48.9,115,7.94E-07,29,339,219,0.26,7,0.256637168,93.103
BBa_K1085034,P28612,48.9,115,7.27E-07,40,309,261,0.39,7,0.388349515,100
BBa_K1087005,P08762,68.9,167,2.64E-15,70,401,72,0.97,15,0.523690773,47.143
BBa_K1088003,Q8W3U4,589,1518,0,284,855,284,1,180,0.996491228,100
BBa_K1088004,B7LKC3,725,1871,0,372,1119,372,1,180,0.997319035,100
BBa_K1092000,O34844,86.7,213,3.60E-22,104,339,112,0.93,22,0.920353982,38.462
BBa_K1092002,P07773,350,897,6.74E-120,293,936,311,0.94,120,0.939102564,58.703
BBa_K1093002,P42212,437,1125,6.06E-157,238,720,238,1,157,0.991666667,94.118
BBa_K1093003,P42212,389,999,4.15E-138,214,645,238,1,138,0.995348837,93.458
BBa_K1093004,P42212,388,997,7.19E-138,214,645,238,1,138,0.995348837,93.458
BBa_K1093017,Q9U6Y8,107,267,1.66E-29,67,243,225,0.83,29,0.827160494,77.612
BBa_K1096002,P0AE70,233,593,6.42E-80,111,339,111,1,80,0.982300885,100
BBa_K1104100,P54746,1736,4495,0,877,2634,877,1,180,0.998861048,100
BBa_K1104200,P0ACQ4,623,1606,0,305,918,305,1,180,0.996732026,100
BBa_K1104300,P15450,70.9,172,6.89E-18,34,108,53,0.94,18,0.944444444,100
BBa_K1104301,P17722,110,274,1.49E-32,52,162,95,0.96,32,0.962962963,100
BBa_K1111014,O30611,406,1043,2.24E-126,257,2097,1148,0.37,126,0.367668097,90.272
BBa_K1111014,P22629,255,652,5.09E-80,126,2097,183,0.69,80,0.180257511,100
BBa_K1114200,P0AG05,526,1355,0,263,797,263,1,180,0.989962359,100
BBa_K1114202,P04483,426,1096,2.12E-153,207,665,207,1,153,0.933834586,100
BBa_K1114203,P54292,481,1239,4.79E-174,229,770,241,0.95,174,0.892207792,100
BBa_K1114204,P0A9E0,583,1504,0,292,923,292,1,180,0.94907909,100
BBa_K1114407,Q8VNN2,120,301,1.08E-30,82,520,1029,0.47,30,0.473076923,75.61
BBa_K1114410,Q8VNN2,120,301,1.08E-30,82,520,1029,0.47,30,0.473076923,75.61
BBa_K1119002,P0A9G6,903,2333,0,434,1305,434,1,180,0.997701149,100
BBa_K1119003,P08997,1086,2808,0,533,1602,533,1,180,0.998127341,100
BBa_K112000,P06808,452,1164,1.46E-163,218,657,218,1,163,0.99543379,100
BBa_K1121000,P27250,668,1723,0,339,1020,339,1,180,0.997058824,100
BBa_K1122005,Q9U6Y8,368,945,8.26E-130,219,697,225,0.97,130,0.942611191,87.215
BBa_K1122006,Q9U6Y8,355,911,1.80E-124,215,730,225,0.96,124,0.883561644,85.581
BBa_K112306,P03705,211,538,8.44E-72,105,318,107,0.99,72,0.990566038,100
BBa_K1124002,P03034,462,1188,1.89E-166,237,750,237,1,166,0.948,100
BBa_K1127006,P0ABL1,62.4,150,2.15E-09,162,5168,188,0.86,9,0.094040248,33.951
BBa_K112806,P00720,333,855,3.86E-118,164,514,164,1,118,0.957198444,98.78
BBa_K1129037,Q42524,1089,2816,0,561,1979,561,1,180,0.85042951,100
BBa_K113008,P00573,1817,4707,0,883,2678,883,1,180,0.989171023,100
BBa_K1131001,Q8MP06,153,387,1.96E-40,403,1338,456,0.9,40,0.903587444,26.551
BBa_K1132014,Q9U6Y8,369,946,6.56E-129,221,890,225,0.98,129,0.74494382,86.878
BBa_K1132016,Q55168,1113,2878,0,759,3216,748,1.01,180,0.708022388,74.967
BBa_K1132016,Q9U6Y8,369,946,2.59E-119,221,3216,225,0.98,119,0.206156716,86.878
BBa_K1135000,Q95P04,422,1084,2.46E-151,221,669,221,1,151,0.99103139,90.045
BBa_K1145002,Q9I6Z0,191,486,1.41E-54,388,1371,449,0.86,54,0.849015317,35.052
BBa_K1150001,P06492,165,417,1.05E-48,124,372,490,1,48,1,100
BBa_K1150002,P21506,257,656,2.31E-83,122,366,573,1,83,1,100
BBa_K1150003,Q9Z148,577,1488,0,261,840,1263,0.93,180,0.932142857,100
BBa_K1150004,P14713,1318,3411,0,632,1950,1172,0.97,180,0.972307692,100
BBa_K1150005,Q8L5W7,215,548,5.53E-70,100,300,363,1,70,1,100
BBa_K1150006,Q9FN03,760,1963,0,370,1110,440,1,180,1,100
BBa_K1150007,P43254,714,1842,0,340,1023,675,1,180,0.997067449,100
BBa_K1152008,O30409,306,783,2.12E-83,473,3855,6486,0.37,83,0.368093385,36.998
BBa_K1152009,P39135,460,1183,2.84E-166,224,678,224,1,166,0.991150442,99.107
BBa_K1152011,P19925,382,981,3.96E-136,206,621,206,1,136,0.995169082,100
BBa_K1159003,P09464,310,794,2.04E-108,174,522,189,1,108,1,87.931
BBa_K1159005,P05789,805,2080,0,418,1327,419,1,180,0.944988696,100
BBa_K1159007,P07788,731,1886,0,512,1597,513,1,180,0.961803381,68.555
BBa_K1159008,P06622,637,1644,0,306,991,307,1,180,0.926337033,100
BBa_K1159009,P05789,805,2078,0,418,1360,419,1,180,0.922058824,100
BBa_K1159011,P07788,730,1885,0,512,1630,513,1,180,0.942331288,68.555
BBa_K1159012,P06622,637,1642,0,306,1024,307,1,180,0.896484375,100
BBa_K1159013,P36873,667,1722,0,322,1078,323,1,180,0.896103896,100
BBa_K1159014,P05789,803,2075,0,418,2362,419,1,180,0.530906012,100
BBa_K1159014,P42212,452,1163,2.26E-154,234,2362,238,0.98,154,0.297205758,98.718
BBa_K1159016,P07788,730,1885,0,512,2632,513,1,180,0.583586626,68.555
BBa_K1159016,P42212,449,1154,5.53E-152,234,2632,238,0.98,152,0.266717325,98.718
BBa_K1159017,P42212,452,1163,8.38E-158,234,1630,238,0.98,158,0.430674847,98.718
BBa_K1159017,P09464,312,800,9.79E-104,174,1630,189,0.92,104,0.320245399,87.931
BBa_K1159018,P06622,637,1643,0,306,2026,307,1,180,0.453109576,100
BBa_K1159018,P42212,449,1155,1.17E-154,234,2026,238,0.98,154,0.346495558,98.718
BBa_K1159019,P36873,669,1726,0,322,2080,323,1,180,0.464423077,100
BBa_K1159100,P04517,480,1236,2.58E-155,236,708,3054,1,155,1,99.576
BBa_K1159101,P04517,259,662,2.62E-80,118,354,3054,1,80,1,100
BBa_K1159102,P04517,236,602,3.27E-72,118,354,3054,1,72,1,99.153
BBa_K1159103,O80536,185,469,1.45E-56,99,297,524,1,56,1,100
BBa_K1159104,Q8L5W7,213,543,2.88E-69,99,297,363,1,69,1,100
BBa_K1159105,P00644,311,798,8.52E-109,149,447,231,1,109,1,100
BBa_K1159106,P14713,1851,4795,0,889,3195,1172,0.83,180,0.834741784,100
BBa_K1159107,P04517,253,647,8.73E-76,117,771,3054,0.46,76,0.455252918,100
BBa_K1159107,O80536,185,470,4.22E-54,99,771,524,0.39,54,0.385214008,100
BBa_K1159108,P04517,255,651,2.15E-76,117,771,3054,0.46,76,0.455252918,100
BBa_K1159108,Q8L5W7,211,538,7.54E-66,99,771,363,0.39,66,0.385214008,100
BBa_K1159109,P00644,312,800,9.25E-109,153,510,231,0.9,109,0.9,98.039
BBa_K1159110,P00644,312,800,3.40E-108,153,618,231,0.74,108,0.742718447,98.039
BBa_K1159111,P00644,313,801,1.21E-106,153,916,231,0.66,106,0.501091703,98.039
BBa_K1159206,P42212,454,1168,1.81E-159,234,1447,238,0.98,159,0.485141672,98.718
BBa_K1159207,P42212,451,1160,7.28E-160,234,1147,238,0.98,160,0.612031386,98.718
BBa_K1159208,Q9GV45,317,812,2.04E-110,169,628,196,0.86,110,0.807324841,90.533
BBa_K1159209,Q9GV45,317,812,2.04E-110,169,628,196,0.86,110,0.807324841,90.533
BBa_K1159210,Q9GV45,320,821,4.25E-110,169,928,196,0.86,110,0.546336207,90.533
BBa_K1159211,Q9GV45,320,821,4.25E-110,169,928,196,0.86,110,0.546336207,90.533
BBa_K1159301,P42212,471,1213,1.92E-170,238,714,238,1,170,1,95.378
BBa_K1159302,P42212,445,1145,4.33E-160,238,714,238,1,160,1,96.639
BBa_K1159315,P42212,450,1157,1.30E-160,234,933,238,0.98,160,0.752411576,98.718
BBa_K1159316,P42212,450,1158,1.82E-160,234,996,238,0.98,160,0.704819277,98.718
BBa_K1162001,B3EWR6,74.7,182,4.61E-17,37,114,361,0.97,17,0.973684211,100
BBa_K1162005,Q5D710,218,555,3.80E-74,102,309,126,0.99,74,0.990291262,100
BBa_K1166001,P0A9E8,515,1327,0,250,1168,250,1,180,0.642123288,100
BBa_K1166004,P50591,391,1005,1.08E-137,187,781,281,0.72,137,0.718309859,100
BBa_K1166005,Q99152,240,613,4.77E-81,121,676,121,1,81,0.536982249,100
BBa_K1172302,P0AFU9,188,477,2.42E-59,207,621,213,1,59,1,52.657
BBa_K118000,P77488,1238,3204,0,620,1866,620,1,180,0.996784566,100
BBa_K118001,P05052,506,1302,0,249,753,249,1,180,0.992031873,100
BBa_K118008,P21687,786,2030,0,382,1152,382,1,180,0.994791667,100
BBa_K118022,P07986,826,2134,0,485,1461,484,1,180,0.995893224,96.907
BBa_K118023,P07984,721,1860,0,417,1353,449,0.93,180,0.924611973,100
BBa_K118028,A7LXU3,576,1485,0,780,2280,786,1.03,180,1.026315789,40.513
BBa_K1189000,P14727,1362,3524,0,797,2692,1164,0.89,180,0.888187221,90.213
BBa_K1189000,P03023,57,136,4.15E-07,28,2692,360,0.08,7,0.031203566,100
BBa_K1189015,P42212,483,1242,5.62E-173,234,1039,238,0.98,173,0.675649663,99.145
BBa_K1189016,P42212,483,1242,5.94E-173,234,1039,238,0.98,173,0.675649663,99.145
BBa_K1189017,P03023,57,136,1.45E-09,28,322,360,0.26,9,0.260869565,100
BBa_K1189019,P02794,367,943,2.53E-128,176,1050,183,0.96,128,0.502857143,100
BBa_K1189020,P02792,328,841,6.24E-113,172,1026,175,0.98,113,0.502923977,100
BBa_K1190000,Q16655,191,484,2.46E-63,107,324,118,0.99,63,0.990740741,100
BBa_K1194005,P12746,515,1326,0,250,1061,250,1,180,0.706880302,100
BBa_K1214008,P0ACP4,685,1768,0,334,1007,334,1,180,0.995034757,99.701
BBa_K1218003,Q46901,1014,2621,0,502,1509,502,1,180,0.998011928,100
BBa_K1218008,P15770,523,1346,0,272,819,272,1,180,0.996336996,100
BBa_K1218011,Q99ZW2,2662,6899,0,1368,5080,1368,1,180,0.807874016,100
BBa_K1218014,Q99ZW2,2664,6904,0,1368,4926,1368,1,180,0.833130329,99.854
BBa_K1218014,Q83PM8,144,362,4.13E-39,90,4926,91,0.99,39,0.054811206,98.889
BBa_K1228000,P79239,80.5,197,1.13E-20,38,114,148,1,20,1,97.368
BBa_K1228001,P24627,58.9,141,9.96E-12,25,75,708,1,12,1,100
BBa_K1228002,P03524,1020,2638,0,524,1578,524,1,180,0.996197719,99.618
BBa_K1228004,P24627,58.9,141,9.96E-12,25,75,708,1,12,1,100
BBa_K125500,P42212,487,1254,1.14E-176,236,718,238,0.99,176,0.986072423,99.153
BBa_K1312005,Q5XF78,60.1,144,1.76E-08,276,1378,387,0.71,8,0.600870827,22.464
BBa_K1312006,Q88FF8,52,123,4.76E-07,115,733,186,0.62,7,0.470668486,29.565
BBa_K1313004,P00552,525,1352,0,259,786,264,0.99,180,0.988549618,100
BBa_K1315003,Q4UU85,761,1965,0,378,1140,378,1,180,0.994736842,100
BBa_K1315005,P22260,447,1151,3.77E-161,230,696,230,1,161,0.99137931,100
BBa_K1315007,P9WGL9,75.5,184,8.41E-15,193,888,227,0.85,15,0.652027027,26.943
BBa_K1319002,P42212,473,1216,6.81E-171,237,711,238,1,171,1,95.781
BBa_K1319004,P04517,493,1268,1.74E-159,242,726,3054,1,159,1,99.587
BBa_K1319040,P42212,489,1260,1.40E-177,238,714,238,1,177,1,98.739
BBa_K1321090,A0A024SH76,85.9,211,6.19E-19,40,495,471,0.24,19,0.242424242,100
BBa_K1321090,A0A024RXP8,74.3,181,8.49E-15,35,495,514,0.21,15,0.212121212,100
BBa_K1321092,P07986,216,549,9.07E-68,109,456,484,0.72,68,0.717105263,99.083
BBa_K1321094,P38058,209,532,2.80E-62,98,429,1848,0.69,62,0.685314685,100
BBa_K1321100,A0A024SH76,85.9,211,1.09E-18,40,553,471,0.22,18,0.216998192,100
BBa_K1321100,A0A024RXP8,74.3,181,1.44E-14,35,553,514,0.19,14,0.189873418,100
BBa_K1321101,P38058,209,532,5.98E-62,98,487,1848,0.6,62,0.603696099,100
BBa_K1321104,P38058,210,534,3.09E-62,100,487,1848,0.62,62,0.616016427,99
BBa_K1321105,P07986,214,545,5.58E-67,107,514,484,0.62,67,0.624513619,100
BBa_K1321110,A0A024SH76,85.9,211,4.91E-18,40,730,471,0.16,18,0.164383562,100
BBa_K1321110,A0A024RXP8,74.3,181,5.71E-14,35,730,514,0.14,14,0.143835616,100
BBa_K1321111,P38058,209,532,5.68E-61,98,664,1848,0.44,61,0.442771084,100
BBa_K1321111,P03023,57,136,2.33E-08,28,664,360,0.13,8,0.126506024,100
BBa_K1321112,P07986,216,549,1.74E-66,109,691,484,0.47,66,0.473227207,99.083
BBa_K1321114,P38058,210,534,2.95E-61,100,664,1848,0.45,61,0.451807229,99
BBa_K1321114,P03023,57,136,2.33E-08,28,664,360,0.13,8,0.126506024,100
BBa_K1321115,P07986,214,545,5.08E-66,107,691,484,0.46,66,0.464544139,100
BBa_K1321120,P30331,91.3,225,1.34E-23,44,537,56,0.79,23,0.245810056,100
BBa_K1321120,A0A024SH76,87,214,3.83E-19,40,537,471,0.22,19,0.223463687,100
BBa_K1321120,A0A024RXP8,75.1,183,6.36E-15,35,537,514,0.2,15,0.195530726,100
BBa_K1321122,P07986,214,546,3.79E-67,106,498,484,0.64,67,0.638554217,100
BBa_K1321122,P30331,95.5,236,1.54E-25,44,498,56,0.79,25,0.265060241,100
BBa_K1321138,P30331,111,278,2.52E-33,55,223,56,0.98,33,0.739910314,100
BBa_K1321151,P38058,213,542,3.01E-63,98,504,1848,0.58,63,0.583333333,100
BBa_K1321152,P07986,214,546,5.44E-67,106,531,484,0.6,67,0.598870056,100
BBa_K1321154,P38058,203,517,6.89E-60,94,504,1848,0.56,60,0.55952381,100
BBa_K1321162,P03023,57,136,3.53E-09,28,411,360,0.2,9,0.204379562,100
BBa_K1321337,P42212,438,1126,3.46E-157,236,711,238,1,157,0.995780591,94.915
BBa_K1321339,P07984,201,512,5.53E-63,100,408,449,0.74,63,0.735294118,100
BBa_K1321340,A0A024SH76,85.9,211,1.57E-19,40,366,471,0.33,19,0.327868852,100
BBa_K1321340,A0A024RXP8,74.3,181,2.08E-15,35,366,514,0.29,15,0.286885246,100
BBa_K1321341,P42212,441,1135,7.54E-157,236,1017,238,0.99,157,0.696165192,94.915
BBa_K1321341,Q06851,95.1,235,4.74E-20,99,1017,1853,0.29,20,0.292035398,52.525
BBa_K1321342,P42212,441,1134,1.76E-156,236,1044,238,0.99,156,0.67816092,94.915
BBa_K1321342,P07986,223,569,9.50E-68,109,1044,484,0.31,68,0.313218391,99.083
BBa_K1321343,P38058,207,526,3.61E-61,96,482,1848,0.6,61,0.597510373,100
BBa_K1321344,P07986,213,543,1.40E-66,106,509,484,0.62,66,0.62475442,100
BBa_K1321345,A0A024SH76,85.9,211,1.08E-18,40,548,471,0.22,18,0.218978102,100
BBa_K1321345,P62695,74.7,182,9.74E-15,35,548,513,0.19,15,0.191605839,100
BBa_K1321346,P42212,441,1135,7.54E-157,236,1017,238,0.99,157,0.696165192,94.915
BBa_K1321346,P38058,210,535,1.21E-59,108,1017,1848,0.32,59,0.318584071,93.519
BBa_K1321348,P42212,439,1129,1.70E-155,236,1083,238,0.99,155,0.653739612,94.915
BBa_K1321348,A0A024SH76,92.8,229,1.64E-19,40,1083,471,0.11,19,0.110803324,100
BBa_K1321348,P62695,78.2,191,1.47E-14,35,1083,513,0.1,14,0.096952909,100
BBa_K1321349,P42212,441,1134,1.76E-156,236,1044,238,0.99,156,0.67816092,94.915
BBa_K1321349,P07986,221,563,7.91E-67,107,1044,484,0.31,67,0.307471264,100
BBa_K1321351,P07984,202,513,4.01E-62,100,590,449,0.51,62,0.508474576,100
BBa_K1321352,P07986,213,542,4.06E-66,106,567,484,0.56,66,0.560846561,100
BBa_K1321353,P38058,207,526,6.89E-61,96,540,1848,0.53,61,0.533333333,100
BBa_K1323003,Q44349,113,283,2.18E-24,242,2257,1100,0.32,24,0.321665928,30.579
BBa_K1323012,P0A0D2,526,1356,0,260,783,260,1,180,0.996168582,100
BBa_K1323013,P05057,476,1226,5.19E-172,241,726,253,1,172,0.995867769,100
BBa_K1325001,P0A2S8,429,1104,6.39E-154,209,756,210,1,154,0.829365079,99.522
BBa_K1325002,P69066,343,880,5.59E-122,165,498,165,1,122,0.993975904,99.394
BBa_K1325005,B7MK73,432,1110,6.96E-155,231,696,231,1,155,0.995689655,99.134
BBa_K1325006,P0AEZ6,507,1305,0,270,813,270,1,180,0.996309963,100
BBa_K1325007,Q3Z2X5,177,449,8.09E-59,88,267,88,1,59,0.988764045,100
BBa_K1331001,Q51559,607,1565,0,295,947,295,1,180,0.934530095,99.661
BBa_K1331002,P54292,480,1236,9.68E-173,229,897,241,0.95,173,0.765886288,100
BBa_K1331003,P54291,388,997,5.61E-138,201,719,201,1,138,0.838664812,99.502
BBa_K1331004,O70023,102,254,1.69E-22,411,1307,422,0.97,22,0.94338179,30.17
BBa_K1331005,Q51559,607,1565,0,295,3894,295,1,180,0.227272727,99.661
BBa_K1331005,P54292,481,1237,8.04E-160,229,3894,241,0.95,160,0.17642527,100
BBa_K1331005,P54291,390,1001,4.92E-126,201,3894,201,1,126,0.154853621,99.502
BBa_K1331006,Q51559,607,1565,0,295,2262,295,1,180,0.391246684,99.661
BBa_K1331006,O70023,102,255,5.95E-22,411,2262,422,0.97,22,0.545092838,30.17
BBa_K1331007,P54292,481,1237,5.72E-169,229,1624,241,0.95,169,0.423029557,100
BBa_K1331007,P54291,390,1001,6.70E-134,201,1624,201,1,134,0.371305419,99.502
BBa_K1333101,P03007,493,1269,1.24E-178,243,750,243,1,178,0.972,99.177
BBa_K1333102,P04152,877,2265,0,422,1287,422,1,180,0.983682984,99.526
BBa_K1333105,Q3YYG4,689,1779,0,353,1080,353,1,180,0.980555556,99.717
